request_id,status,client,channel,asset_type,campaign_label,canonical_campaign,utm_source,utm_medium,utm_campaign,utm_term,utm_content,destination_url,final_long_url,short_url,qr_url,request_count,first_seen_at,last_seen_at,original_message
1,completed_without_short_link,CIC,Facebook,social,HomePage,HomePage,Facebook,Social,HomePage,LandingPage,Learn,https://www.castleintheclouds.org/,https://www.castleintheclouds.org/?utm_source=Facebook&utm_medium=Social&utm_campaign=HomePage&utm_term=LandingPage&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Home | Facebook | Learn
349,completed_without_short_link,CIC,ConstantContact,email,ProgramsAndEvents,ProgramsAndEvents,ConstantContact,Email,ProgramsAndEvents,CalendarOfEvents,Explore,https://www.castleintheclouds.org/calendar-of-events/,https://www.castleintheclouds.org/calendar-of-events/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=ProgramsAndEvents&utm_term=CalendarOfEvents&utm_content=Explore,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Calendar of Events | ConstantContact | Explore
350,completed_without_short_link,CIC,ConstantContact,email,ProgramsAndEvents,ProgramsAndEvents,ConstantContact,Email,ProgramsAndEvents,CalendarOfEvents,,https://www.castleintheclouds.org/calendar-of-events/,https://www.castleintheclouds.org/calendar-of-events/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=ProgramsAndEvents&utm_term=CalendarOfEvents,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Calendar of Events | ConstantContact | {null}
351,completed_without_short_link,CIC,Facebook,social,ProgramsAndEvents,ProgramsAndEvents,Facebook,Social,ProgramsAndEvents,ForTeachers,Learn,https://www.castleintheclouds.org/for-teachers/,https://www.castleintheclouds.org/for-teachers/?utm_source=Facebook&utm_medium=Social&utm_campaign=ProgramsAndEvents&utm_term=ForTeachers&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | For Teachers | Facebook | Learn
352,completed_without_short_link,CIC,Facebook,social,ProgramsAndEvents,ProgramsAndEvents,Facebook,Social,ProgramsAndEvents,ForTeachers,Explore,https://www.castleintheclouds.org/for-teachers/,https://www.castleintheclouds.org/for-teachers/?utm_source=Facebook&utm_medium=Social&utm_campaign=ProgramsAndEvents&utm_term=ForTeachers&utm_content=Explore,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | For Teachers | Facebook | Explore
353,completed_without_short_link,CIC,Facebook,social,ProgramsAndEvents,ProgramsAndEvents,Facebook,Social,ProgramsAndEvents,ForTeachers,,https://www.castleintheclouds.org/for-teachers/,https://www.castleintheclouds.org/for-teachers/?utm_source=Facebook&utm_medium=Social&utm_campaign=ProgramsAndEvents&utm_term=ForTeachers,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | For Teachers | Facebook | {null}
354,completed_without_short_link,CIC,GMB,social,ProgramsAndEvents,ProgramsAndEvents,GMB,Social,ProgramsAndEvents,ForTeachers,Learn,https://www.castleintheclouds.org/for-teachers/,https://www.castleintheclouds.org/for-teachers/?utm_source=GMB&utm_medium=Social&utm_campaign=ProgramsAndEvents&utm_term=ForTeachers&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | For Teachers | GMB | Learn
355,completed_without_short_link,CIC,GMB,social,ProgramsAndEvents,ProgramsAndEvents,GMB,Social,ProgramsAndEvents,ForTeachers,Explore,https://www.castleintheclouds.org/for-teachers/,https://www.castleintheclouds.org/for-teachers/?utm_source=GMB&utm_medium=Social&utm_campaign=ProgramsAndEvents&utm_term=ForTeachers&utm_content=Explore,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | For Teachers | GMB | Explore
356,completed_without_short_link,CIC,GMB,social,ProgramsAndEvents,ProgramsAndEvents,GMB,Social,ProgramsAndEvents,ForTeachers,,https://www.castleintheclouds.org/for-teachers/,https://www.castleintheclouds.org/for-teachers/?utm_source=GMB&utm_medium=Social&utm_campaign=ProgramsAndEvents&utm_term=ForTeachers,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | For Teachers | GMB | {null}
357,completed_without_short_link,CIC,Instagram,social,ProgramsAndEvents,ProgramsAndEvents,Instagram,Social,ProgramsAndEvents,ForTeachers,Learn,https://www.castleintheclouds.org/for-teachers/,https://www.castleintheclouds.org/for-teachers/?utm_source=Instagram&utm_medium=Social&utm_campaign=ProgramsAndEvents&utm_term=ForTeachers&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | For Teachers | Instagram | Learn
358,completed_without_short_link,CIC,Instagram,social,ProgramsAndEvents,ProgramsAndEvents,Instagram,Social,ProgramsAndEvents,ForTeachers,Explore,https://www.castleintheclouds.org/for-teachers/,https://www.castleintheclouds.org/for-teachers/?utm_source=Instagram&utm_medium=Social&utm_campaign=ProgramsAndEvents&utm_term=ForTeachers&utm_content=Explore,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | For Teachers | Instagram | Explore
359,completed_without_short_link,CIC,Instagram,social,ProgramsAndEvents,ProgramsAndEvents,Instagram,Social,ProgramsAndEvents,ForTeachers,,https://www.castleintheclouds.org/for-teachers/,https://www.castleintheclouds.org/for-teachers/?utm_source=Instagram&utm_medium=Social&utm_campaign=ProgramsAndEvents&utm_term=ForTeachers,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | For Teachers | Instagram | {null}
360,completed_without_short_link,CIC,LinkedIn,social,ProgramsAndEvents,ProgramsAndEvents,LinkedIn,Social,ProgramsAndEvents,ForTeachers,Learn,https://www.castleintheclouds.org/for-teachers/,https://www.castleintheclouds.org/for-teachers/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=ProgramsAndEvents&utm_term=ForTeachers&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | For Teachers | LinkedIn | Learn
361,completed_without_short_link,CIC,LinkedIn,social,ProgramsAndEvents,ProgramsAndEvents,LinkedIn,Social,ProgramsAndEvents,ForTeachers,Explore,https://www.castleintheclouds.org/for-teachers/,https://www.castleintheclouds.org/for-teachers/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=ProgramsAndEvents&utm_term=ForTeachers&utm_content=Explore,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | For Teachers | LinkedIn | Explore
362,completed_without_short_link,CIC,LinkedIn,social,ProgramsAndEvents,ProgramsAndEvents,LinkedIn,Social,ProgramsAndEvents,ForTeachers,,https://www.castleintheclouds.org/for-teachers/,https://www.castleintheclouds.org/for-teachers/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=ProgramsAndEvents&utm_term=ForTeachers,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | For Teachers | LinkedIn | {null}
363,completed_without_short_link,CIC,ConstantContact,email,ProgramsAndEvents,ProgramsAndEvents,ConstantContact,Email,ProgramsAndEvents,ForTeachers,Learn,https://www.castleintheclouds.org/for-teachers/,https://www.castleintheclouds.org/for-teachers/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=ProgramsAndEvents&utm_term=ForTeachers&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | For Teachers | ConstantContact | Learn
364,completed_without_short_link,CIC,ConstantContact,email,ProgramsAndEvents,ProgramsAndEvents,ConstantContact,Email,ProgramsAndEvents,ForTeachers,Explore,https://www.castleintheclouds.org/for-teachers/,https://www.castleintheclouds.org/for-teachers/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=ProgramsAndEvents&utm_term=ForTeachers&utm_content=Explore,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | For Teachers | ConstantContact | Explore
365,completed_without_short_link,CIC,ConstantContact,email,ProgramsAndEvents,ProgramsAndEvents,ConstantContact,Email,ProgramsAndEvents,ForTeachers,,https://www.castleintheclouds.org/for-teachers/,https://www.castleintheclouds.org/for-teachers/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=ProgramsAndEvents&utm_term=ForTeachers,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | For Teachers | ConstantContact | {null}
366,completed_without_short_link,CIC,Facebook,social,ProgramsAndEvents,ProgramsAndEvents,Facebook,Social,ProgramsAndEvents,ChristmasAtTheCastle,CATC,https://www.castleintheclouds.org/christmas-at-the-castle/,https://www.castleintheclouds.org/christmas-at-the-castle/?utm_source=Facebook&utm_medium=Social&utm_campaign=ProgramsAndEvents&utm_term=ChristmasAtTheCastle&utm_content=CATC,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Christmas at the Castle | Facebook | CATC
367,completed_without_short_link,CIC,Facebook,social,ProgramsAndEvents,ProgramsAndEvents,Facebook,Social,ProgramsAndEvents,ChristmasAtTheCastle,Preview,https://www.castleintheclouds.org/christmas-at-the-castle/,https://www.castleintheclouds.org/christmas-at-the-castle/?utm_source=Facebook&utm_medium=Social&utm_campaign=ProgramsAndEvents&utm_term=ChristmasAtTheCastle&utm_content=Preview,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Christmas at the Castle | Facebook | Preview
368,completed_without_short_link,CIC,Facebook,social,ProgramsAndEvents,ProgramsAndEvents,Facebook,Social,ProgramsAndEvents,ChristmasAtTheCastle,TwilightTours,https://www.castleintheclouds.org/christmas-at-the-castle/,https://www.castleintheclouds.org/christmas-at-the-castle/?utm_source=Facebook&utm_medium=Social&utm_campaign=ProgramsAndEvents&utm_term=ChristmasAtTheCastle&utm_content=TwilightTours,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Christmas at the Castle | Facebook | TwilightTours
369,completed_without_short_link,CIC,GMB,social,ProgramsAndEvents,ProgramsAndEvents,GMB,Social,ProgramsAndEvents,ChristmasAtTheCastle,CATC,https://www.castleintheclouds.org/christmas-at-the-castle/,https://www.castleintheclouds.org/christmas-at-the-castle/?utm_source=GMB&utm_medium=Social&utm_campaign=ProgramsAndEvents&utm_term=ChristmasAtTheCastle&utm_content=CATC,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Christmas at the Castle | GMB | CATC
370,completed_without_short_link,CIC,GMB,social,ProgramsAndEvents,ProgramsAndEvents,GMB,Social,ProgramsAndEvents,ChristmasAtTheCastle,Preview,https://www.castleintheclouds.org/christmas-at-the-castle/,https://www.castleintheclouds.org/christmas-at-the-castle/?utm_source=GMB&utm_medium=Social&utm_campaign=ProgramsAndEvents&utm_term=ChristmasAtTheCastle&utm_content=Preview,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Christmas at the Castle | GMB | Preview
371,completed_without_short_link,CIC,GMB,social,ProgramsAndEvents,ProgramsAndEvents,GMB,Social,ProgramsAndEvents,ChristmasAtTheCastle,TwilightTours,https://www.castleintheclouds.org/christmas-at-the-castle/,https://www.castleintheclouds.org/christmas-at-the-castle/?utm_source=GMB&utm_medium=Social&utm_campaign=ProgramsAndEvents&utm_term=ChristmasAtTheCastle&utm_content=TwilightTours,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Christmas at the Castle | GMB | TwilightTours
372,completed_without_short_link,CIC,Instagram,social,ProgramsAndEvents,ProgramsAndEvents,Instagram,Social,ProgramsAndEvents,ChristmasAtTheCastle,CATC,https://www.castleintheclouds.org/christmas-at-the-castle/,https://www.castleintheclouds.org/christmas-at-the-castle/?utm_source=Instagram&utm_medium=Social&utm_campaign=ProgramsAndEvents&utm_term=ChristmasAtTheCastle&utm_content=CATC,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Christmas at the Castle | Instagram | CATC
373,completed_without_short_link,CIC,Instagram,social,ProgramsAndEvents,ProgramsAndEvents,Instagram,Social,ProgramsAndEvents,ChristmasAtTheCastle,Preview,https://www.castleintheclouds.org/christmas-at-the-castle/,https://www.castleintheclouds.org/christmas-at-the-castle/?utm_source=Instagram&utm_medium=Social&utm_campaign=ProgramsAndEvents&utm_term=ChristmasAtTheCastle&utm_content=Preview,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Christmas at the Castle | Instagram | Preview
374,completed_without_short_link,CIC,Instagram,social,ProgramsAndEvents,ProgramsAndEvents,Instagram,Social,ProgramsAndEvents,ChristmasAtTheCastle,TwilightTours,https://www.castleintheclouds.org/christmas-at-the-castle/,https://www.castleintheclouds.org/christmas-at-the-castle/?utm_source=Instagram&utm_medium=Social&utm_campaign=ProgramsAndEvents&utm_term=ChristmasAtTheCastle&utm_content=TwilightTours,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Christmas at the Castle | Instagram | TwilightTours
375,completed_without_short_link,CIC,LinkedIn,social,ProgramsAndEvents,ProgramsAndEvents,LinkedIn,Social,ProgramsAndEvents,ChristmasAtTheCastle,CATC,https://www.castleintheclouds.org/christmas-at-the-castle/,https://www.castleintheclouds.org/christmas-at-the-castle/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=ProgramsAndEvents&utm_term=ChristmasAtTheCastle&utm_content=CATC,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Christmas at the Castle | LinkedIn | CATC
376,completed_without_short_link,CIC,LinkedIn,social,ProgramsAndEvents,ProgramsAndEvents,LinkedIn,Social,ProgramsAndEvents,ChristmasAtTheCastle,Preview,https://www.castleintheclouds.org/christmas-at-the-castle/,https://www.castleintheclouds.org/christmas-at-the-castle/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=ProgramsAndEvents&utm_term=ChristmasAtTheCastle&utm_content=Preview,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Christmas at the Castle | LinkedIn | Preview
377,completed_without_short_link,CIC,LinkedIn,social,ProgramsAndEvents,ProgramsAndEvents,LinkedIn,Social,ProgramsAndEvents,ChristmasAtTheCastle,TwilightTours,https://www.castleintheclouds.org/christmas-at-the-castle/,https://www.castleintheclouds.org/christmas-at-the-castle/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=ProgramsAndEvents&utm_term=ChristmasAtTheCastle&utm_content=TwilightTours,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Christmas at the Castle | LinkedIn | TwilightTours
378,completed_without_short_link,CIC,ConstantContact,email,ProgramsAndEvents,ProgramsAndEvents,ConstantContact,Email,ProgramsAndEvents,ChristmasAtTheCastle,CATC,https://www.castleintheclouds.org/christmas-at-the-castle/,https://www.castleintheclouds.org/christmas-at-the-castle/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=ProgramsAndEvents&utm_term=ChristmasAtTheCastle&utm_content=CATC,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Christmas at the Castle | ConstantContact | CATC
379,completed_without_short_link,CIC,ConstantContact,email,ProgramsAndEvents,ProgramsAndEvents,ConstantContact,Email,ProgramsAndEvents,ChristmasAtTheCastle,Preview,https://www.castleintheclouds.org/christmas-at-the-castle/,https://www.castleintheclouds.org/christmas-at-the-castle/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=ProgramsAndEvents&utm_term=ChristmasAtTheCastle&utm_content=Preview,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Christmas at the Castle | ConstantContact | Preview
380,completed_without_short_link,CIC,ConstantContact,email,ProgramsAndEvents,ProgramsAndEvents,ConstantContact,Email,ProgramsAndEvents,ChristmasAtTheCastle,TwilightTours,https://www.castleintheclouds.org/christmas-at-the-castle/,https://www.castleintheclouds.org/christmas-at-the-castle/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=ProgramsAndEvents&utm_term=ChristmasAtTheCastle&utm_content=TwilightTours,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Christmas at the Castle | ConstantContact | TwilightTours
381,completed_without_short_link,CIC,Facebook,social,Dine,Dine,Facebook,Social,Dine,CarriageHouseRestaurant,Visit,https://www.castleintheclouds.org/carriage-house-restaurant/,https://www.castleintheclouds.org/carriage-house-restaurant/?utm_source=Facebook&utm_medium=Social&utm_campaign=Dine&utm_term=CarriageHouseRestaurant&utm_content=Visit,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Carriage House Restaurant | Facebook | Visit
382,completed_without_short_link,CIC,Facebook,social,Dine,Dine,Facebook,Social,Dine,CarriageHouseRestaurant,Learn,https://www.castleintheclouds.org/carriage-house-restaurant/,https://www.castleintheclouds.org/carriage-house-restaurant/?utm_source=Facebook&utm_medium=Social&utm_campaign=Dine&utm_term=CarriageHouseRestaurant&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Carriage House Restaurant | Facebook | Learn
383,completed_without_short_link,CIC,Facebook,social,Dine,Dine,Facebook,Social,Dine,CarriageHouseRestaurant,Explore,https://www.castleintheclouds.org/carriage-house-restaurant/,https://www.castleintheclouds.org/carriage-house-restaurant/?utm_source=Facebook&utm_medium=Social&utm_campaign=Dine&utm_term=CarriageHouseRestaurant&utm_content=Explore,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Carriage House Restaurant | Facebook | Explore
384,completed_without_short_link,CIC,Facebook,social,Dine,Dine,Facebook,Social,Dine,CarriageHouseRestaurant,,https://www.castleintheclouds.org/carriage-house-restaurant/,https://www.castleintheclouds.org/carriage-house-restaurant/?utm_source=Facebook&utm_medium=Social&utm_campaign=Dine&utm_term=CarriageHouseRestaurant,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Carriage House Restaurant | Facebook | {null}
385,completed_without_short_link,CIC,GMB,social,Dine,Dine,GMB,Social,Dine,CarriageHouseRestaurant,Visit,https://www.castleintheclouds.org/carriage-house-restaurant/,https://www.castleintheclouds.org/carriage-house-restaurant/?utm_source=GMB&utm_medium=Social&utm_campaign=Dine&utm_term=CarriageHouseRestaurant&utm_content=Visit,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Carriage House Restaurant | GMB | Visit
386,completed_without_short_link,CIC,GMB,social,Dine,Dine,GMB,Social,Dine,CarriageHouseRestaurant,Learn,https://www.castleintheclouds.org/carriage-house-restaurant/,https://www.castleintheclouds.org/carriage-house-restaurant/?utm_source=GMB&utm_medium=Social&utm_campaign=Dine&utm_term=CarriageHouseRestaurant&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Carriage House Restaurant | GMB | Learn
387,completed_without_short_link,CIC,GMB,social,Dine,Dine,GMB,Social,Dine,CarriageHouseRestaurant,Explore,https://www.castleintheclouds.org/carriage-house-restaurant/,https://www.castleintheclouds.org/carriage-house-restaurant/?utm_source=GMB&utm_medium=Social&utm_campaign=Dine&utm_term=CarriageHouseRestaurant&utm_content=Explore,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Carriage House Restaurant | GMB | Explore
388,completed_without_short_link,CIC,GMB,social,Dine,Dine,GMB,Social,Dine,CarriageHouseRestaurant,,https://www.castleintheclouds.org/carriage-house-restaurant/,https://www.castleintheclouds.org/carriage-house-restaurant/?utm_source=GMB&utm_medium=Social&utm_campaign=Dine&utm_term=CarriageHouseRestaurant,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Carriage House Restaurant | GMB | {null}
389,completed_without_short_link,CIC,Instagram,social,Dine,Dine,Instagram,Social,Dine,CarriageHouseRestaurant,Visit,https://www.castleintheclouds.org/carriage-house-restaurant/,https://www.castleintheclouds.org/carriage-house-restaurant/?utm_source=Instagram&utm_medium=Social&utm_campaign=Dine&utm_term=CarriageHouseRestaurant&utm_content=Visit,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Carriage House Restaurant | Instagram | Visit
390,completed_without_short_link,CIC,Instagram,social,Dine,Dine,Instagram,Social,Dine,CarriageHouseRestaurant,Learn,https://www.castleintheclouds.org/carriage-house-restaurant/,https://www.castleintheclouds.org/carriage-house-restaurant/?utm_source=Instagram&utm_medium=Social&utm_campaign=Dine&utm_term=CarriageHouseRestaurant&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Carriage House Restaurant | Instagram | Learn
391,completed_without_short_link,CIC,Instagram,social,Dine,Dine,Instagram,Social,Dine,CarriageHouseRestaurant,Explore,https://www.castleintheclouds.org/carriage-house-restaurant/,https://www.castleintheclouds.org/carriage-house-restaurant/?utm_source=Instagram&utm_medium=Social&utm_campaign=Dine&utm_term=CarriageHouseRestaurant&utm_content=Explore,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Carriage House Restaurant | Instagram | Explore
392,completed_without_short_link,CIC,Instagram,social,Dine,Dine,Instagram,Social,Dine,CarriageHouseRestaurant,,https://www.castleintheclouds.org/carriage-house-restaurant/,https://www.castleintheclouds.org/carriage-house-restaurant/?utm_source=Instagram&utm_medium=Social&utm_campaign=Dine&utm_term=CarriageHouseRestaurant,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Carriage House Restaurant | Instagram | {null}
393,completed_without_short_link,CIC,LinkedIn,social,Dine,Dine,LinkedIn,Social,Dine,CarriageHouseRestaurant,Visit,https://www.castleintheclouds.org/carriage-house-restaurant/,https://www.castleintheclouds.org/carriage-house-restaurant/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Dine&utm_term=CarriageHouseRestaurant&utm_content=Visit,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Carriage House Restaurant | LinkedIn | Visit
394,completed_without_short_link,CIC,LinkedIn,social,Dine,Dine,LinkedIn,Social,Dine,CarriageHouseRestaurant,Learn,https://www.castleintheclouds.org/carriage-house-restaurant/,https://www.castleintheclouds.org/carriage-house-restaurant/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Dine&utm_term=CarriageHouseRestaurant&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Carriage House Restaurant | LinkedIn | Learn
395,completed_without_short_link,CIC,LinkedIn,social,Dine,Dine,LinkedIn,Social,Dine,CarriageHouseRestaurant,Explore,https://www.castleintheclouds.org/carriage-house-restaurant/,https://www.castleintheclouds.org/carriage-house-restaurant/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Dine&utm_term=CarriageHouseRestaurant&utm_content=Explore,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Carriage House Restaurant | LinkedIn | Explore
396,completed_without_short_link,CIC,LinkedIn,social,Dine,Dine,LinkedIn,Social,Dine,CarriageHouseRestaurant,,https://www.castleintheclouds.org/carriage-house-restaurant/,https://www.castleintheclouds.org/carriage-house-restaurant/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Dine&utm_term=CarriageHouseRestaurant,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Carriage House Restaurant | LinkedIn | {null}
397,completed_without_short_link,CIC,ConstantContact,email,Dine,Dine,ConstantContact,Email,Dine,CarriageHouseRestaurant,Visit,https://www.castleintheclouds.org/carriage-house-restaurant/,https://www.castleintheclouds.org/carriage-house-restaurant/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Dine&utm_term=CarriageHouseRestaurant&utm_content=Visit,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Carriage House Restaurant | ConstantContact | Visit
398,completed_without_short_link,CIC,ConstantContact,email,Dine,Dine,ConstantContact,Email,Dine,CarriageHouseRestaurant,Learn,https://www.castleintheclouds.org/carriage-house-restaurant/,https://www.castleintheclouds.org/carriage-house-restaurant/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Dine&utm_term=CarriageHouseRestaurant&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Carriage House Restaurant | ConstantContact | Learn
399,completed_without_short_link,CIC,ConstantContact,email,Dine,Dine,ConstantContact,Email,Dine,CarriageHouseRestaurant,Explore,https://www.castleintheclouds.org/carriage-house-restaurant/,https://www.castleintheclouds.org/carriage-house-restaurant/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Dine&utm_term=CarriageHouseRestaurant&utm_content=Explore,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Carriage House Restaurant | ConstantContact | Explore
400,completed_without_short_link,CIC,ConstantContact,email,Dine,Dine,ConstantContact,Email,Dine,CarriageHouseRestaurant,,https://www.castleintheclouds.org/carriage-house-restaurant/,https://www.castleintheclouds.org/carriage-house-restaurant/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Dine&utm_term=CarriageHouseRestaurant,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Carriage House Restaurant | ConstantContact | {null}
401,completed_without_short_link,CIC,Facebook,social,Dine,Dine,Facebook,Social,Dine,CafeInTheClouds,Visit,https://www.castleintheclouds.org/things-to-do/cafe-in-the-clouds/,https://www.castleintheclouds.org/things-to-do/cafe-in-the-clouds/?utm_source=Facebook&utm_medium=Social&utm_campaign=Dine&utm_term=CafeInTheClouds&utm_content=Visit,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Cafe in the Clouds | Facebook | Visit
402,completed_without_short_link,CIC,Facebook,social,Dine,Dine,Facebook,Social,Dine,CafeInTheClouds,Learn,https://www.castleintheclouds.org/things-to-do/cafe-in-the-clouds/,https://www.castleintheclouds.org/things-to-do/cafe-in-the-clouds/?utm_source=Facebook&utm_medium=Social&utm_campaign=Dine&utm_term=CafeInTheClouds&utm_content=Learn,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Cafe in the Clouds | Facebook | Learn
403,completed_without_short_link,CIC,Facebook,social,Dine,Dine,Facebook,Social,Dine,CafeInTheClouds,Explore,https://www.castleintheclouds.org/things-to-do/cafe-in-the-clouds/,https://www.castleintheclouds.org/things-to-do/cafe-in-the-clouds/?utm_source=Facebook&utm_medium=Social&utm_campaign=Dine&utm_term=CafeInTheClouds&utm_content=Explore,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Cafe in the Clouds | Facebook | Explore
404,completed_without_short_link,CIC,Facebook,social,Dine,Dine,Facebook,Social,Dine,CafeInTheClouds,,https://www.castleintheclouds.org/things-to-do/cafe-in-the-clouds/,https://www.castleintheclouds.org/things-to-do/cafe-in-the-clouds/?utm_source=Facebook&utm_medium=Social&utm_campaign=Dine&utm_term=CafeInTheClouds,,,1,2026-09-14T00:00:00.000Z,2026-09-14T00:00:00.000Z,CIC starter database | Cafe in the Clouds | Facebook | {null}
