request_id,status,client,channel,asset_type,campaign_label,canonical_campaign,utm_source,utm_medium,utm_campaign,utm_term,utm_content,destination_url,final_long_url,short_url,qr_url,request_count,first_seen_at,last_seen_at,original_message
1,completed_without_short_link,GAS,Facebook,social,HomePage,HomePage,Facebook,Social,HomePage,LandingPage,Read,https://guardianangelseniorservices.com/,https://guardianangelseniorservices.com/?utm_source=Facebook&utm_medium=Social&utm_campaign=HomePage&utm_term=LandingPage&utm_content=Read,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Home | Facebook | Read
144,completed_without_short_link,GAS,ConstantContact,email,Careers,Careers,ConstantContact,Email,Careers,Caregiver,Apply,https://guardianangelseniorservices.com/careers/,https://guardianangelseniorservices.com/careers/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Careers&utm_term=Caregiver&utm_content=Apply,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Careers | ConstantContact | Apply
145,completed_without_short_link,GAS,ConstantContact,email,Careers,Careers,ConstantContact,Email,Careers,Caregiver,,https://guardianangelseniorservices.com/careers/,https://guardianangelseniorservices.com/careers/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Careers&utm_term=Caregiver,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Careers | ConstantContact | {null}
146,completed_without_short_link,GAS,Facebook,social,Shop,Shop,Facebook,Social,Shop,LandingPage,Explore,https://www.promoplace.com/guardianangelseniorservices,https://www.promoplace.com/guardianangelseniorservices?utm_source=Facebook&utm_medium=Social&utm_campaign=Shop&utm_term=LandingPage&utm_content=Explore,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Shop | Facebook | Explore
147,completed_without_short_link,GAS,Facebook,social,Shop,Shop,Facebook,Social,Shop,LandingPage,Shop,https://www.promoplace.com/guardianangelseniorservices,https://www.promoplace.com/guardianangelseniorservices?utm_source=Facebook&utm_medium=Social&utm_campaign=Shop&utm_term=LandingPage&utm_content=Shop,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Shop | Facebook | Shop
148,completed_without_short_link,GAS,Facebook,social,Shop,Shop,Facebook,Social,Shop,LandingPage,,https://www.promoplace.com/guardianangelseniorservices,https://www.promoplace.com/guardianangelseniorservices?utm_source=Facebook&utm_medium=Social&utm_campaign=Shop&utm_term=LandingPage,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Shop | Facebook | {null}
149,completed_without_short_link,GAS,GMB,social,Shop,Shop,GMB,Social,Shop,LandingPage,Explore,https://www.promoplace.com/guardianangelseniorservices,https://www.promoplace.com/guardianangelseniorservices?utm_source=GMB&utm_medium=Social&utm_campaign=Shop&utm_term=LandingPage&utm_content=Explore,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Shop | GMB | Explore
150,completed_without_short_link,GAS,GMB,social,Shop,Shop,GMB,Social,Shop,LandingPage,Shop,https://www.promoplace.com/guardianangelseniorservices,https://www.promoplace.com/guardianangelseniorservices?utm_source=GMB&utm_medium=Social&utm_campaign=Shop&utm_term=LandingPage&utm_content=Shop,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Shop | GMB | Shop
151,completed_without_short_link,GAS,GMB,social,Shop,Shop,GMB,Social,Shop,LandingPage,,https://www.promoplace.com/guardianangelseniorservices,https://www.promoplace.com/guardianangelseniorservices?utm_source=GMB&utm_medium=Social&utm_campaign=Shop&utm_term=LandingPage,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Shop | GMB | {null}
152,completed_without_short_link,GAS,Instagram,social,Shop,Shop,Instagram,Social,Shop,LandingPage,Explore,https://www.promoplace.com/guardianangelseniorservices,https://www.promoplace.com/guardianangelseniorservices?utm_source=Instagram&utm_medium=Social&utm_campaign=Shop&utm_term=LandingPage&utm_content=Explore,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Shop | Instagram | Explore
153,completed_without_short_link,GAS,Instagram,social,Shop,Shop,Instagram,Social,Shop,LandingPage,Shop,https://www.promoplace.com/guardianangelseniorservices,https://www.promoplace.com/guardianangelseniorservices?utm_source=Instagram&utm_medium=Social&utm_campaign=Shop&utm_term=LandingPage&utm_content=Shop,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Shop | Instagram | Shop
154,completed_without_short_link,GAS,Instagram,social,Shop,Shop,Instagram,Social,Shop,LandingPage,,https://www.promoplace.com/guardianangelseniorservices,https://www.promoplace.com/guardianangelseniorservices?utm_source=Instagram&utm_medium=Social&utm_campaign=Shop&utm_term=LandingPage,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Shop | Instagram | {null}
155,completed_without_short_link,GAS,LinkedIn,social,Shop,Shop,LinkedIn,Social,Shop,LandingPage,Explore,https://www.promoplace.com/guardianangelseniorservices,https://www.promoplace.com/guardianangelseniorservices?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Shop&utm_term=LandingPage&utm_content=Explore,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Shop | LinkedIn | Explore
156,completed_without_short_link,GAS,LinkedIn,social,Shop,Shop,LinkedIn,Social,Shop,LandingPage,Shop,https://www.promoplace.com/guardianangelseniorservices,https://www.promoplace.com/guardianangelseniorservices?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Shop&utm_term=LandingPage&utm_content=Shop,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Shop | LinkedIn | Shop
157,completed_without_short_link,GAS,LinkedIn,social,Shop,Shop,LinkedIn,Social,Shop,LandingPage,,https://www.promoplace.com/guardianangelseniorservices,https://www.promoplace.com/guardianangelseniorservices?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Shop&utm_term=LandingPage,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Shop | LinkedIn | {null}
158,completed_without_short_link,GAS,ConstantContact,email,Shop,Shop,ConstantContact,Email,Shop,LandingPage,Explore,https://www.promoplace.com/guardianangelseniorservices,https://www.promoplace.com/guardianangelseniorservices?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Shop&utm_term=LandingPage&utm_content=Explore,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Shop | ConstantContact | Explore
159,completed_without_short_link,GAS,ConstantContact,email,Shop,Shop,ConstantContact,Email,Shop,LandingPage,Shop,https://www.promoplace.com/guardianangelseniorservices,https://www.promoplace.com/guardianangelseniorservices?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Shop&utm_term=LandingPage&utm_content=Shop,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Shop | ConstantContact | Shop
160,completed_without_short_link,GAS,ConstantContact,email,Shop,Shop,ConstantContact,Email,Shop,LandingPage,,https://www.promoplace.com/guardianangelseniorservices,https://www.promoplace.com/guardianangelseniorservices?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Shop&utm_term=LandingPage,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Shop | ConstantContact | {null}
161,completed_without_short_link,GAS,Facebook,social,Contact,Contact,Facebook,Social,Contact,LandingPage,Contact,https://guardianangelseniorservices.com/contact/,https://guardianangelseniorservices.com/contact/?utm_source=Facebook&utm_medium=Social&utm_campaign=Contact&utm_term=LandingPage&utm_content=Contact,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Contact | Facebook | Contact
162,completed_without_short_link,GAS,Facebook,social,Contact,Contact,Facebook,Social,Contact,LandingPage,,https://guardianangelseniorservices.com/contact/,https://guardianangelseniorservices.com/contact/?utm_source=Facebook&utm_medium=Social&utm_campaign=Contact&utm_term=LandingPage,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Contact | Facebook | {null}
163,completed_without_short_link,GAS,GMB,social,Contact,Contact,GMB,Social,Contact,LandingPage,Contact,https://guardianangelseniorservices.com/contact/,https://guardianangelseniorservices.com/contact/?utm_source=GMB&utm_medium=Social&utm_campaign=Contact&utm_term=LandingPage&utm_content=Contact,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Contact | GMB | Contact
164,completed_without_short_link,GAS,GMB,social,Contact,Contact,GMB,Social,Contact,LandingPage,,https://guardianangelseniorservices.com/contact/,https://guardianangelseniorservices.com/contact/?utm_source=GMB&utm_medium=Social&utm_campaign=Contact&utm_term=LandingPage,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Contact | GMB | {null}
165,completed_without_short_link,GAS,Instagram,social,Contact,Contact,Instagram,Social,Contact,LandingPage,Contact,https://guardianangelseniorservices.com/contact/,https://guardianangelseniorservices.com/contact/?utm_source=Instagram&utm_medium=Social&utm_campaign=Contact&utm_term=LandingPage&utm_content=Contact,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Contact | Instagram | Contact
166,completed_without_short_link,GAS,Instagram,social,Contact,Contact,Instagram,Social,Contact,LandingPage,,https://guardianangelseniorservices.com/contact/,https://guardianangelseniorservices.com/contact/?utm_source=Instagram&utm_medium=Social&utm_campaign=Contact&utm_term=LandingPage,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Contact | Instagram | {null}
167,completed_without_short_link,GAS,LinkedIn,social,Contact,Contact,LinkedIn,Social,Contact,LandingPage,Contact,https://guardianangelseniorservices.com/contact/,https://guardianangelseniorservices.com/contact/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Contact&utm_term=LandingPage&utm_content=Contact,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Contact | LinkedIn | Contact
168,completed_without_short_link,GAS,LinkedIn,social,Contact,Contact,LinkedIn,Social,Contact,LandingPage,,https://guardianangelseniorservices.com/contact/,https://guardianangelseniorservices.com/contact/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Contact&utm_term=LandingPage,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Contact | LinkedIn | {null}
169,completed_without_short_link,GAS,ConstantContact,email,Contact,Contact,ConstantContact,Email,Contact,LandingPage,Contact,https://guardianangelseniorservices.com/contact/,https://guardianangelseniorservices.com/contact/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Contact&utm_term=LandingPage&utm_content=Contact,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Contact | ConstantContact | Contact
170,completed_without_short_link,GAS,ConstantContact,email,Contact,Contact,ConstantContact,Email,Contact,LandingPage,,https://guardianangelseniorservices.com/contact/,https://guardianangelseniorservices.com/contact/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Contact&utm_term=LandingPage,,,1,2026-07-31T15:55:49.888Z,2026-07-31T15:55:49.888Z,GAS starter database | Contact | ConstantContact | {null}
