request_id,status,client,channel,asset_type,campaign_label,canonical_campaign,utm_source,utm_medium,utm_campaign,utm_term,utm_content,destination_url,final_long_url,short_url,qr_url,request_count,first_seen_at,last_seen_at,original_message
1,completed_without_short_link,SFG,Facebook,social,HomePage,HomePage,Facebook,Social,HomePage,LandingPage,Shop,https://studleys.com/,https://studleys.com/?utm_source=Facebook&utm_medium=Social&utm_campaign=HomePage&utm_term=LandingPage&utm_content=Shop,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Home | Facebook | Shop
372,completed_without_short_link,SFG,Instagram,social,Floral,Floral,Instagram,Social,Floral,Zodiac,,https://studleys.com/product-category/flowers/zodiac-flowers-collection/,https://studleys.com/product-category/flowers/zodiac-flowers-collection/?utm_source=Instagram&utm_medium=Social&utm_campaign=Floral&utm_term=Zodiac,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Zodiac Flowers | Instagram | {null}
373,completed_without_short_link,SFG,LinkedIn,social,Floral,Floral,LinkedIn,Social,Floral,Zodiac,Shop,https://studleys.com/product-category/flowers/zodiac-flowers-collection/,https://studleys.com/product-category/flowers/zodiac-flowers-collection/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Floral&utm_term=Zodiac&utm_content=Shop,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Zodiac Flowers | LinkedIn | Shop
374,completed_without_short_link,SFG,LinkedIn,social,Floral,Floral,LinkedIn,Social,Floral,Zodiac,Learn,https://studleys.com/product-category/flowers/zodiac-flowers-collection/,https://studleys.com/product-category/flowers/zodiac-flowers-collection/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Floral&utm_term=Zodiac&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Zodiac Flowers | LinkedIn | Learn
375,completed_without_short_link,SFG,LinkedIn,social,Floral,Floral,LinkedIn,Social,Floral,Zodiac,Explore,https://studleys.com/product-category/flowers/zodiac-flowers-collection/,https://studleys.com/product-category/flowers/zodiac-flowers-collection/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Floral&utm_term=Zodiac&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Zodiac Flowers | LinkedIn | Explore
376,completed_without_short_link,SFG,LinkedIn,social,Floral,Floral,LinkedIn,Social,Floral,Zodiac,,https://studleys.com/product-category/flowers/zodiac-flowers-collection/,https://studleys.com/product-category/flowers/zodiac-flowers-collection/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Floral&utm_term=Zodiac,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Zodiac Flowers | LinkedIn | {null}
377,completed_without_short_link,SFG,ConstantContact,email,Floral,Floral,ConstantContact,Email,Floral,Zodiac,Shop,https://studleys.com/product-category/flowers/zodiac-flowers-collection/,https://studleys.com/product-category/flowers/zodiac-flowers-collection/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Floral&utm_term=Zodiac&utm_content=Shop,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Zodiac Flowers | ConstantContact | Shop
378,completed_without_short_link,SFG,ConstantContact,email,Floral,Floral,ConstantContact,Email,Floral,Zodiac,Learn,https://studleys.com/product-category/flowers/zodiac-flowers-collection/,https://studleys.com/product-category/flowers/zodiac-flowers-collection/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Floral&utm_term=Zodiac&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Zodiac Flowers | ConstantContact | Learn
379,completed_without_short_link,SFG,ConstantContact,email,Floral,Floral,ConstantContact,Email,Floral,Zodiac,Explore,https://studleys.com/product-category/flowers/zodiac-flowers-collection/,https://studleys.com/product-category/flowers/zodiac-flowers-collection/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Floral&utm_term=Zodiac&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Zodiac Flowers | ConstantContact | Explore
380,completed_without_short_link,SFG,ConstantContact,email,Floral,Floral,ConstantContact,Email,Floral,Zodiac,,https://studleys.com/product-category/flowers/zodiac-flowers-collection/,https://studleys.com/product-category/flowers/zodiac-flowers-collection/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Floral&utm_term=Zodiac,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Zodiac Flowers | ConstantContact | {null}
381,completed_without_short_link,SFG,Facebook,social,Houseplants,Houseplants,Facebook,Social,Houseplants,LandingPage,Shop,https://studleys.com/houseplants/,https://studleys.com/houseplants/?utm_source=Facebook&utm_medium=Social&utm_campaign=Houseplants&utm_term=LandingPage&utm_content=Shop,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Houseplants | Facebook | Shop
382,completed_without_short_link,SFG,Facebook,social,Houseplants,Houseplants,Facebook,Social,Houseplants,LandingPage,Learn,https://studleys.com/houseplants/,https://studleys.com/houseplants/?utm_source=Facebook&utm_medium=Social&utm_campaign=Houseplants&utm_term=LandingPage&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Houseplants | Facebook | Learn
383,completed_without_short_link,SFG,Facebook,social,Houseplants,Houseplants,Facebook,Social,Houseplants,LandingPage,Explore,https://studleys.com/houseplants/,https://studleys.com/houseplants/?utm_source=Facebook&utm_medium=Social&utm_campaign=Houseplants&utm_term=LandingPage&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Houseplants | Facebook | Explore
384,completed_without_short_link,SFG,Facebook,social,Houseplants,Houseplants,Facebook,Social,Houseplants,LandingPage,,https://studleys.com/houseplants/,https://studleys.com/houseplants/?utm_source=Facebook&utm_medium=Social&utm_campaign=Houseplants&utm_term=LandingPage,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Houseplants | Facebook | {null}
385,completed_without_short_link,SFG,GMB,social,Houseplants,Houseplants,GMB,Social,Houseplants,LandingPage,Shop,https://studleys.com/houseplants/,https://studleys.com/houseplants/?utm_source=GMB&utm_medium=Social&utm_campaign=Houseplants&utm_term=LandingPage&utm_content=Shop,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Houseplants | GMB | Shop
386,completed_without_short_link,SFG,GMB,social,Houseplants,Houseplants,GMB,Social,Houseplants,LandingPage,Learn,https://studleys.com/houseplants/,https://studleys.com/houseplants/?utm_source=GMB&utm_medium=Social&utm_campaign=Houseplants&utm_term=LandingPage&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Houseplants | GMB | Learn
387,completed_without_short_link,SFG,GMB,social,Houseplants,Houseplants,GMB,Social,Houseplants,LandingPage,Explore,https://studleys.com/houseplants/,https://studleys.com/houseplants/?utm_source=GMB&utm_medium=Social&utm_campaign=Houseplants&utm_term=LandingPage&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Houseplants | GMB | Explore
388,completed_without_short_link,SFG,GMB,social,Houseplants,Houseplants,GMB,Social,Houseplants,LandingPage,,https://studleys.com/houseplants/,https://studleys.com/houseplants/?utm_source=GMB&utm_medium=Social&utm_campaign=Houseplants&utm_term=LandingPage,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Houseplants | GMB | {null}
389,completed_without_short_link,SFG,Instagram,social,Houseplants,Houseplants,Instagram,Social,Houseplants,LandingPage,Shop,https://studleys.com/houseplants/,https://studleys.com/houseplants/?utm_source=Instagram&utm_medium=Social&utm_campaign=Houseplants&utm_term=LandingPage&utm_content=Shop,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Houseplants | Instagram | Shop
390,completed_without_short_link,SFG,Instagram,social,Houseplants,Houseplants,Instagram,Social,Houseplants,LandingPage,Learn,https://studleys.com/houseplants/,https://studleys.com/houseplants/?utm_source=Instagram&utm_medium=Social&utm_campaign=Houseplants&utm_term=LandingPage&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Houseplants | Instagram | Learn
391,completed_without_short_link,SFG,Instagram,social,Houseplants,Houseplants,Instagram,Social,Houseplants,LandingPage,Explore,https://studleys.com/houseplants/,https://studleys.com/houseplants/?utm_source=Instagram&utm_medium=Social&utm_campaign=Houseplants&utm_term=LandingPage&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Houseplants | Instagram | Explore
392,completed_without_short_link,SFG,Instagram,social,Houseplants,Houseplants,Instagram,Social,Houseplants,LandingPage,,https://studleys.com/houseplants/,https://studleys.com/houseplants/?utm_source=Instagram&utm_medium=Social&utm_campaign=Houseplants&utm_term=LandingPage,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Houseplants | Instagram | {null}
393,completed_without_short_link,SFG,LinkedIn,social,Houseplants,Houseplants,LinkedIn,Social,Houseplants,LandingPage,Shop,https://studleys.com/houseplants/,https://studleys.com/houseplants/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Houseplants&utm_term=LandingPage&utm_content=Shop,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Houseplants | LinkedIn | Shop
394,completed_without_short_link,SFG,LinkedIn,social,Houseplants,Houseplants,LinkedIn,Social,Houseplants,LandingPage,Learn,https://studleys.com/houseplants/,https://studleys.com/houseplants/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Houseplants&utm_term=LandingPage&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Houseplants | LinkedIn | Learn
395,completed_without_short_link,SFG,LinkedIn,social,Houseplants,Houseplants,LinkedIn,Social,Houseplants,LandingPage,Explore,https://studleys.com/houseplants/,https://studleys.com/houseplants/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Houseplants&utm_term=LandingPage&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Houseplants | LinkedIn | Explore
396,completed_without_short_link,SFG,LinkedIn,social,Houseplants,Houseplants,LinkedIn,Social,Houseplants,LandingPage,,https://studleys.com/houseplants/,https://studleys.com/houseplants/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Houseplants&utm_term=LandingPage,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Houseplants | LinkedIn | {null}
397,completed_without_short_link,SFG,ConstantContact,email,Houseplants,Houseplants,ConstantContact,Email,Houseplants,LandingPage,Shop,https://studleys.com/houseplants/,https://studleys.com/houseplants/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Houseplants&utm_term=LandingPage&utm_content=Shop,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Houseplants | ConstantContact | Shop
398,completed_without_short_link,SFG,ConstantContact,email,Houseplants,Houseplants,ConstantContact,Email,Houseplants,LandingPage,Learn,https://studleys.com/houseplants/,https://studleys.com/houseplants/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Houseplants&utm_term=LandingPage&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Houseplants | ConstantContact | Learn
399,completed_without_short_link,SFG,ConstantContact,email,Houseplants,Houseplants,ConstantContact,Email,Houseplants,LandingPage,Explore,https://studleys.com/houseplants/,https://studleys.com/houseplants/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Houseplants&utm_term=LandingPage&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Houseplants | ConstantContact | Explore
400,completed_without_short_link,SFG,ConstantContact,email,Houseplants,Houseplants,ConstantContact,Email,Houseplants,LandingPage,,https://studleys.com/houseplants/,https://studleys.com/houseplants/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Houseplants&utm_term=LandingPage,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Houseplants | ConstantContact | {null}
401,completed_without_short_link,SFG,Facebook,social,Houseplants,Houseplants,Facebook,Social,Houseplants,AllHouseplants,Shop,https://studleys.com/product-category/houseplants/,https://studleys.com/product-category/houseplants/?utm_source=Facebook&utm_medium=Social&utm_campaign=Houseplants&utm_term=AllHouseplants&utm_content=Shop,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | All Houseplants | Facebook | Shop
402,completed_without_short_link,SFG,Facebook,social,Houseplants,Houseplants,Facebook,Social,Houseplants,AllHouseplants,Learn,https://studleys.com/product-category/houseplants/,https://studleys.com/product-category/houseplants/?utm_source=Facebook&utm_medium=Social&utm_campaign=Houseplants&utm_term=AllHouseplants&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | All Houseplants | Facebook | Learn
403,completed_without_short_link,SFG,Facebook,social,Houseplants,Houseplants,Facebook,Social,Houseplants,AllHouseplants,Explore,https://studleys.com/product-category/houseplants/,https://studleys.com/product-category/houseplants/?utm_source=Facebook&utm_medium=Social&utm_campaign=Houseplants&utm_term=AllHouseplants&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | All Houseplants | Facebook | Explore
404,completed_without_short_link,SFG,Facebook,social,Houseplants,Houseplants,Facebook,Social,Houseplants,AllHouseplants,,https://studleys.com/product-category/houseplants/,https://studleys.com/product-category/houseplants/?utm_source=Facebook&utm_medium=Social&utm_campaign=Houseplants&utm_term=AllHouseplants,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | All Houseplants | Facebook | {null}
405,completed_without_short_link,SFG,GMB,social,Houseplants,Houseplants,GMB,Social,Houseplants,AllHouseplants,Shop,https://studleys.com/product-category/houseplants/,https://studleys.com/product-category/houseplants/?utm_source=GMB&utm_medium=Social&utm_campaign=Houseplants&utm_term=AllHouseplants&utm_content=Shop,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | All Houseplants | GMB | Shop
406,completed_without_short_link,SFG,GMB,social,Houseplants,Houseplants,GMB,Social,Houseplants,AllHouseplants,Learn,https://studleys.com/product-category/houseplants/,https://studleys.com/product-category/houseplants/?utm_source=GMB&utm_medium=Social&utm_campaign=Houseplants&utm_term=AllHouseplants&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | All Houseplants | GMB | Learn
407,completed_without_short_link,SFG,GMB,social,Houseplants,Houseplants,GMB,Social,Houseplants,AllHouseplants,Explore,https://studleys.com/product-category/houseplants/,https://studleys.com/product-category/houseplants/?utm_source=GMB&utm_medium=Social&utm_campaign=Houseplants&utm_term=AllHouseplants&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | All Houseplants | GMB | Explore
408,completed_without_short_link,SFG,GMB,social,Houseplants,Houseplants,GMB,Social,Houseplants,AllHouseplants,,https://studleys.com/product-category/houseplants/,https://studleys.com/product-category/houseplants/?utm_source=GMB&utm_medium=Social&utm_campaign=Houseplants&utm_term=AllHouseplants,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | All Houseplants | GMB | {null}
409,completed_without_short_link,SFG,Instagram,social,Houseplants,Houseplants,Instagram,Social,Houseplants,AllHouseplants,Shop,https://studleys.com/product-category/houseplants/,https://studleys.com/product-category/houseplants/?utm_source=Instagram&utm_medium=Social&utm_campaign=Houseplants&utm_term=AllHouseplants&utm_content=Shop,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | All Houseplants | Instagram | Shop
410,completed_without_short_link,SFG,Instagram,social,Houseplants,Houseplants,Instagram,Social,Houseplants,AllHouseplants,Learn,https://studleys.com/product-category/houseplants/,https://studleys.com/product-category/houseplants/?utm_source=Instagram&utm_medium=Social&utm_campaign=Houseplants&utm_term=AllHouseplants&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | All Houseplants | Instagram | Learn
411,completed_without_short_link,SFG,Instagram,social,Houseplants,Houseplants,Instagram,Social,Houseplants,AllHouseplants,Explore,https://studleys.com/product-category/houseplants/,https://studleys.com/product-category/houseplants/?utm_source=Instagram&utm_medium=Social&utm_campaign=Houseplants&utm_term=AllHouseplants&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | All Houseplants | Instagram | Explore
412,completed_without_short_link,SFG,Instagram,social,Houseplants,Houseplants,Instagram,Social,Houseplants,AllHouseplants,,https://studleys.com/product-category/houseplants/,https://studleys.com/product-category/houseplants/?utm_source=Instagram&utm_medium=Social&utm_campaign=Houseplants&utm_term=AllHouseplants,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | All Houseplants | Instagram | {null}
413,completed_without_short_link,SFG,LinkedIn,social,Houseplants,Houseplants,LinkedIn,Social,Houseplants,AllHouseplants,Shop,https://studleys.com/product-category/houseplants/,https://studleys.com/product-category/houseplants/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Houseplants&utm_term=AllHouseplants&utm_content=Shop,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | All Houseplants | LinkedIn | Shop
414,completed_without_short_link,SFG,LinkedIn,social,Houseplants,Houseplants,LinkedIn,Social,Houseplants,AllHouseplants,Learn,https://studleys.com/product-category/houseplants/,https://studleys.com/product-category/houseplants/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Houseplants&utm_term=AllHouseplants&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | All Houseplants | LinkedIn | Learn
415,completed_without_short_link,SFG,LinkedIn,social,Houseplants,Houseplants,LinkedIn,Social,Houseplants,AllHouseplants,Explore,https://studleys.com/product-category/houseplants/,https://studleys.com/product-category/houseplants/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Houseplants&utm_term=AllHouseplants&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | All Houseplants | LinkedIn | Explore
416,completed_without_short_link,SFG,LinkedIn,social,Houseplants,Houseplants,LinkedIn,Social,Houseplants,AllHouseplants,,https://studleys.com/product-category/houseplants/,https://studleys.com/product-category/houseplants/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Houseplants&utm_term=AllHouseplants,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | All Houseplants | LinkedIn | {null}
417,completed_without_short_link,SFG,ConstantContact,email,Houseplants,Houseplants,ConstantContact,Email,Houseplants,AllHouseplants,Shop,https://studleys.com/product-category/houseplants/,https://studleys.com/product-category/houseplants/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Houseplants&utm_term=AllHouseplants&utm_content=Shop,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | All Houseplants | ConstantContact | Shop
418,completed_without_short_link,SFG,ConstantContact,email,Houseplants,Houseplants,ConstantContact,Email,Houseplants,AllHouseplants,Learn,https://studleys.com/product-category/houseplants/,https://studleys.com/product-category/houseplants/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Houseplants&utm_term=AllHouseplants&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | All Houseplants | ConstantContact | Learn
419,completed_without_short_link,SFG,ConstantContact,email,Houseplants,Houseplants,ConstantContact,Email,Houseplants,AllHouseplants,Explore,https://studleys.com/product-category/houseplants/,https://studleys.com/product-category/houseplants/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Houseplants&utm_term=AllHouseplants&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | All Houseplants | ConstantContact | Explore
420,completed_without_short_link,SFG,ConstantContact,email,Houseplants,Houseplants,ConstantContact,Email,Houseplants,AllHouseplants,,https://studleys.com/product-category/houseplants/,https://studleys.com/product-category/houseplants/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Houseplants&utm_term=AllHouseplants,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | All Houseplants | ConstantContact | {null}
421,completed_without_short_link,SFG,Facebook,social,Houseplants,Houseplants,Facebook,Social,Houseplants,Collections,Shop,https://studleys.com/product-category/houseplants/collections/,https://studleys.com/product-category/houseplants/collections/?utm_source=Facebook&utm_medium=Social&utm_campaign=Houseplants&utm_term=Collections&utm_content=Shop,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Collections | Facebook | Shop
422,completed_without_short_link,SFG,Facebook,social,Houseplants,Houseplants,Facebook,Social,Houseplants,Collections,Learn,https://studleys.com/product-category/houseplants/collections/,https://studleys.com/product-category/houseplants/collections/?utm_source=Facebook&utm_medium=Social&utm_campaign=Houseplants&utm_term=Collections&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Collections | Facebook | Learn
423,completed_without_short_link,SFG,Facebook,social,Houseplants,Houseplants,Facebook,Social,Houseplants,Collections,Explore,https://studleys.com/product-category/houseplants/collections/,https://studleys.com/product-category/houseplants/collections/?utm_source=Facebook&utm_medium=Social&utm_campaign=Houseplants&utm_term=Collections&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Collections | Facebook | Explore
424,completed_without_short_link,SFG,Facebook,social,Houseplants,Houseplants,Facebook,Social,Houseplants,Collections,,https://studleys.com/product-category/houseplants/collections/,https://studleys.com/product-category/houseplants/collections/?utm_source=Facebook&utm_medium=Social&utm_campaign=Houseplants&utm_term=Collections,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Collections | Facebook | {null}
425,completed_without_short_link,SFG,GMB,social,Houseplants,Houseplants,GMB,Social,Houseplants,Collections,Shop,https://studleys.com/product-category/houseplants/collections/,https://studleys.com/product-category/houseplants/collections/?utm_source=GMB&utm_medium=Social&utm_campaign=Houseplants&utm_term=Collections&utm_content=Shop,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Collections | GMB | Shop
426,completed_without_short_link,SFG,GMB,social,Houseplants,Houseplants,GMB,Social,Houseplants,Collections,Learn,https://studleys.com/product-category/houseplants/collections/,https://studleys.com/product-category/houseplants/collections/?utm_source=GMB&utm_medium=Social&utm_campaign=Houseplants&utm_term=Collections&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Collections | GMB | Learn
427,completed_without_short_link,SFG,GMB,social,Houseplants,Houseplants,GMB,Social,Houseplants,Collections,Explore,https://studleys.com/product-category/houseplants/collections/,https://studleys.com/product-category/houseplants/collections/?utm_source=GMB&utm_medium=Social&utm_campaign=Houseplants&utm_term=Collections&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Collections | GMB | Explore
428,completed_without_short_link,SFG,GMB,social,Houseplants,Houseplants,GMB,Social,Houseplants,Collections,,https://studleys.com/product-category/houseplants/collections/,https://studleys.com/product-category/houseplants/collections/?utm_source=GMB&utm_medium=Social&utm_campaign=Houseplants&utm_term=Collections,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Collections | GMB | {null}
429,completed_without_short_link,SFG,Instagram,social,Houseplants,Houseplants,Instagram,Social,Houseplants,Collections,Shop,https://studleys.com/product-category/houseplants/collections/,https://studleys.com/product-category/houseplants/collections/?utm_source=Instagram&utm_medium=Social&utm_campaign=Houseplants&utm_term=Collections&utm_content=Shop,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Collections | Instagram | Shop
430,completed_without_short_link,SFG,Instagram,social,Houseplants,Houseplants,Instagram,Social,Houseplants,Collections,Learn,https://studleys.com/product-category/houseplants/collections/,https://studleys.com/product-category/houseplants/collections/?utm_source=Instagram&utm_medium=Social&utm_campaign=Houseplants&utm_term=Collections&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Collections | Instagram | Learn
431,completed_without_short_link,SFG,Instagram,social,Houseplants,Houseplants,Instagram,Social,Houseplants,Collections,Explore,https://studleys.com/product-category/houseplants/collections/,https://studleys.com/product-category/houseplants/collections/?utm_source=Instagram&utm_medium=Social&utm_campaign=Houseplants&utm_term=Collections&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Collections | Instagram | Explore
432,completed_without_short_link,SFG,Instagram,social,Houseplants,Houseplants,Instagram,Social,Houseplants,Collections,,https://studleys.com/product-category/houseplants/collections/,https://studleys.com/product-category/houseplants/collections/?utm_source=Instagram&utm_medium=Social&utm_campaign=Houseplants&utm_term=Collections,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Collections | Instagram | {null}
433,completed_without_short_link,SFG,LinkedIn,social,Houseplants,Houseplants,LinkedIn,Social,Houseplants,Collections,Shop,https://studleys.com/product-category/houseplants/collections/,https://studleys.com/product-category/houseplants/collections/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Houseplants&utm_term=Collections&utm_content=Shop,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Collections | LinkedIn | Shop
434,completed_without_short_link,SFG,LinkedIn,social,Houseplants,Houseplants,LinkedIn,Social,Houseplants,Collections,Learn,https://studleys.com/product-category/houseplants/collections/,https://studleys.com/product-category/houseplants/collections/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Houseplants&utm_term=Collections&utm_content=Learn,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Collections | LinkedIn | Learn
435,completed_without_short_link,SFG,LinkedIn,social,Houseplants,Houseplants,LinkedIn,Social,Houseplants,Collections,Explore,https://studleys.com/product-category/houseplants/collections/,https://studleys.com/product-category/houseplants/collections/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Houseplants&utm_term=Collections&utm_content=Explore,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Collections | LinkedIn | Explore
436,completed_without_short_link,SFG,LinkedIn,social,Houseplants,Houseplants,LinkedIn,Social,Houseplants,Collections,,https://studleys.com/product-category/houseplants/collections/,https://studleys.com/product-category/houseplants/collections/?utm_source=LinkedIn&utm_medium=Social&utm_campaign=Houseplants&utm_term=Collections,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Collections | LinkedIn | {null}
437,completed_without_short_link,SFG,ConstantContact,email,Houseplants,Houseplants,ConstantContact,Email,Houseplants,Collections,Shop,https://studleys.com/product-category/houseplants/collections/,https://studleys.com/product-category/houseplants/collections/?utm_source=ConstantContact&utm_medium=Email&utm_campaign=Houseplants&utm_term=Collections&utm_content=Shop,,,1,2026-08-24T19:05:40.662Z,2026-08-24T19:05:40.662Z,SFG starter database | Collections | ConstantContact | Shop
